Index,atemp,casual,casuallag1,casuallag24,count,countlag1,countlag24,date,datetime,day,holiday,hour,humidity,month,registered,registeredlag1,registeredlag24,season,temp,weather,weekday,windspeed,wknum,workingday,year
40640_17,25,63,52,48,343,213,313,4/7/2011,4/7/2011 17:00,7,0,17,52,4,280,161,265,2,21.32,1,4,19.0012,15,1,2011
40640_18,23.485,68,63,50,333,343,310,4/7/2011,4/7/2011 18:00,7,0,18,55,4,265,280,260,2,19.68,1,4,16.9979,15,1,2011
40640_19,22.725,34,68,18,226,333,207,4/7/2011,4/7/2011 19:00,7,0,19,59,4,192,265,189,2,18.86,1,4,19.9995,15,1,2011
40640_20,21.97,37,34,25,203,226,137,4/7/2011,4/7/2011 20:00,7,0,20,62,4,166,192,112,2,18.04,1,4,11.0014,15,1,2011
40640_21,21.97,19,37,19,108,203,138,4/7/2011,4/7/2011 21:00,7,0,21,67,4,89,166,119,2,18.04,2,4,19.0012,15,1,2011
40640_22,20.455,18,19,17,81,108,87,4/7/2011,4/7/2011 22:00,7,0,22,76,4,63,89,70,2,16.4,2,4,12.998,15,1,2011
40640_23,19.695,9,18,7,54,81,50,4/7/2011,4/7/2011 23:00,7,0,23,76,4,45,63,43,2,15.58,1,4,16.9979,15,1,2011
40641_0,17.425,4,12,0,25,53,6,4/8/2011,4/8/2011 0:00,8,0,0,76,4,21,41,6,2,14.76,2,5,15.0013,15,1,2011
40641_1,16.665,3,4,0,9,25,4,4/8/2011,4/8/2011 1:00,8,0,1,76,4,6,21,4,2,13.94,2,5,8.9981,15,1,2011
40641_2,16.665,3,3,0,13,9,7,4/8/2011,4/8/2011 2:00,8,0,2,76,4,10,6,7,2,13.94,3,5,11.0014,15,1,2011
40641_3,16.665,0,3,0,1,13,4,4/8/2011,4/8/2011 3:00,8,0,3,76,4,1,10,4,2,13.94,3,5,11.0014,15,1,2011
40641_4,16.665,0,0,0,1,1,3,4/8/2011,4/8/2011 4:00,8,0,4,86,4,1,1,3,2,13.94,2,5,8.9981,15,1,2011
40641_5,15.91,1,0,1,9,1,12,4/8/2011,4/8/2011 5:00,8,0,5,87,4,8,1,11,2,13.12,2,5,12.998,15,1,2011
40641_6,18.18,2,1,2,35,9,28,4/8/2011,4/8/2011 6:00,8,0,6,87,4,33,8,26,2,13.94,2,5,0,15,1,2011
40641_7,16.665,4,2,4,113,35,95,4/8/2011,4/8/2011 7:00,8,0,7,87,4,109,33,91,2,13.94,3,5,11.0014,15,1,2011
40641_8,16.665,13,4,8,221,113,206,4/8/2011,4/8/2011 8:00,8,0,8,87,4,208,109,198,2,13.94,3,5,11.0014,15,1,2011
40641_9,17.425,17,13,11,185,221,173,4/8/2011,4/8/2011 9:00,8,0,9,76,4,168,208,162,2,14.76,2,5,12.998,15,1,2011
40641_10,16.665,10,17,12,73,185,75,4/8/2011,4/8/2011 10:00,8,0,10,71,4,63,168,63,2,14.76,2,5,19.0012,15,1,2011
40641_11,20.455,19,10,17,98,73,89,4/8/2011,4/8/2011 11:00,8,0,11,62,4,79,63,72,2,16.4,2,5,26.0027,15,1,2011
40641_12,19.695,29,19,15,80,98,95,4/8/2011,4/8/2011 12:00,8,0,12,66,4,51,79,80,2,15.58,3,5,15.0013,15,1,2011
40641_13,16.665,7,29,18,42,80,110,4/8/2011,4/8/2011 13:00,8,0,13,76,4,35,51,92,2,14.76,3,5,19.0012,15,1,2011
40641_14,15.91,2,7,26,15,42,87,4/8/2011,4/8/2011 14:00,8,0,14,87,4,13,35,61,2,13.94,3,5,15.0013,15,1,2011
40641_15,15.91,1,2,30,25,15,111,4/8/2011,4/8/2011 15:00,8,0,15,87,4,24,13,81,2,13.94,3,5,15.0013,15,1,2011
40641_16,15.15,2,1,42,60,25,167,4/8/2011,4/8/2011 16:00,8,0,16,93,4,58,24,125,2,13.12,2,5,16.9979,15,1,2011
40641_17,15.15,10,2,36,148,60,281,4/8/2011,4/8/2011 17:00,8,0,17,93,4,138,58,245,2,13.12,3,5,16.9979,15,1,2011
40641_18,15.15,8,10,36,62,148,241,4/8/2011,4/8/2011 18:00,8,0,18,93,4,54,138,205,2,13.12,3,5,16.9979,15,1,2011
40641_19,13.635,1,8,16,53,62,136,4/8/2011,4/8/2011 19:00,8,0,19,93,4,52,54,120,2,12.3,3,5,27.9993,15,1,2011
40641_20,13.635,12,1,2,63,53,77,4/8/2011,4/8/2011 20:00,8,0,20,93,4,51,52,75,2,12.3,2,5,22.0028,15,1,2011
40641_21,14.395,11,12,9,54,63,93,4/8/2011,4/8/2011 21:00,8,0,21,93,4,43,51,84,2,12.3,2,5,16.9979,15,1,2011
40641_22,13.635,9,11,10,51,54,74,4/8/2011,4/8/2011 22:00,8,0,22,93,4,42,43,64,2,12.3,2,5,19.9995,15,1,2011
40641_23,14.395,4,9,12,35,51,53,4/8/2011,4/8/2011 23:00,8,0,23,93,4,31,42,41,2,12.3,2,5,15.0013,15,1,2011
40642_0,14.395,5,20,3,31,53,32,4/9/2011,4/9/2011 0:00,9,0,0,87,4,26,33,29,2,12.3,2,6,15.0013,15,0,2011
40642_1,15.15,3,5,4,20,31,32,4/9/2011,4/9/2011 1:00,9,0,1,87,4,17,26,28,2,12.3,2,6,8.9981,15,0,2011
40642_2,15.15,2,3,1,17,20,21,4/9/2011,4/9/2011 2:00,9,0,2,87,4,15,17,20,2,13.12,2,6,15.0013,15,0,2011
40642_3,14.395,3,2,1,14,17,9,4/9/2011,4/9/2011 3:00,9,0,3,100,4,11,15,8,2,12.3,3,6,16.9979,15,0,2011
40642_4,13.635,0,3,0,3,14,5,4/9/2011,4/9/2011 4:00,9,0,4,100,4,3,11,5,2,12.3,3,6,16.9979,15,0,2011
40642_5,14.395,0,0,1,5,3,5,4/9/2011,4/9/2011 5:00,9,0,5,93,4,5,3,4,2,12.3,2,6,15.0013,15,0,2011
40642_6,14.395,0,0,5,13,5,12,4/9/2011,4/9/2011 6:00,9,0,6,93,4,13,5,7,2,12.3,2,6,12.998,15,0,2011
40642_7,15.15,8,0,2,21,13,18,4/9/2011,4/9/2011 7:00,9,0,7,93,4,13,13,16,2,12.3,2,6,11.0014,15,0,2011
40642_8,15.15,7,8,10,54,21,55,4/9/2011,4/9/2011 8:00,9,0,8,93,4,47,13,45,2,13.12,2,6,11.0014,15,0,2011
40642_9,17.425,27,7,22,98,54,87,4/9/2011,4/9/2011 9:00,9,0,9,87,4,71,47,65,2,13.94,2,6,7.0015,15,0,2011
40642_10,16.665,43,27,41,133,98,154,4/9/2011,4/9/2011 10:00,9,0,10,87,4,90,71,113,2,13.94,2,6,8.9981,15,0,2011
40642_11,18.18,51,43,72,142,133,198,4/9/2011,4/9/2011 11:00,9,0,11,81,4,91,90,126,2,14.76,2,6,0,15,0,2011
40642_12,17.425,79,51,84,202,142,184,4/9/2011,4/9/2011 12:00,9,0,12,81,4,123,91,100,2,14.76,2,6,8.9981,15,0,2011
40642_13,18.94,114,79,56,222,202,137,4/9/2011,4/9/2011 13:00,9,0,13,81,4,108,123,81,2,14.76,2,6,0,15,0,2011
40642_14,17.425,94,114,97,212,222,190,4/9/2011,4/9/2011 14:00,9,0,14,81,4,118,108,93,2,14.76,2,6,8.9981,15,0,2011
40642_15,18.94,85,94,72,201,212,136,4/9/2011,4/9/2011 15:00,9,0,15,87,4,116,118,64,2,14.76,2,6,0,15,0,2011
40642_16,19.695,73,85,111,191,201,196,4/9/2011,4/9/2011 16:00,9,0,16,82,4,118,116,85,2,15.58,2,6,0,15,0,2011
40642_17,19.695,128,73,89,257,191,184,4/9/2011,4/9/2011 17:00,9,0,17,82,4,129,118,95,2,15.58,2,6,6.0032,15,0,2011
40642_18,19.695,48,128,69,177,257,179,4/9/2011,4/9/2011 18:00,9,0,18,82,4,129,129,110,2,15.58,2,6,7.0015,15,0,2011
40642_19,19.695,47,48,71,130,177,148,4/9/2011,4/9/2011 19:00,9,0,19,82,4,83,129,77,2,15.58,2,6,8.9981,15,0,2011
40642_20,19.695,19,47,29,93,130,85,4/9/2011,4/9/2011 20:00,9,0,20,87,4,74,83,56,2,15.58,2,6,11.0014,15,0,2011
40642_21,17.425,10,19,24,75,93,77,4/9/2011,4/9/2011 21:00,9,0,21,93,4,65,74,53,2,14.76,2,6,8.9981,15,0,2011
40642_22,17.425,21,10,14,87,75,55,4/9/2011,4/9/2011 22:00,9,0,22,93,4,66,65,41,2,14.76,2,6,8.9981,15,0,2011
40642_23,19.695,12,21,20,57,87,53,4/9/2011,4/9/2011 23:00,9,0,23,87,4,45,66,33,2,15.58,2,6,6.0032,15,0,2011
40643_0,19.695,5,9,8,53,31,39,4/10/2011,4/10/2011 0:00,10,0,0,87,4,48,22,31,2,15.58,2,7,6.0032,16,0,2011
40643_1,19.695,6,5,8,37,53,34,4/10/2011,4/10/2011 1:00,10,0,1,87,4,31,48,26,2,15.58,2,7,8.9981,16,0,2011
40643_2,19.695,12,6,5,36,37,24,4/10/2011,4/10/2011 2:00,10,0,2,87,4,24,31,19,2,15.58,2,7,6.0032,16,0,2011
40643_3,19.695,5,12,3,16,36,11,4/10/2011,4/10/2011 3:00,10,0,3,87,4,11,24,8,2,15.58,2,7,8.9981,16,0,2011
40643_4,18.18,3,5,3,5,16,3,4/10/2011,4/10/2011 4:00,10,0,4,93,4,2,11,0,2,14.76,2,7,7.0015,16,0,2011
40643_5,18.18,0,3,1,4,5,5,4/10/2011,4/10/2011 5:00,10,0,5,93,4,4,2,4,2,14.76,2,7,6.0032,16,0,2011
40643_6,18.18,0,0,10,4,4,33,4/10/2011,4/10/2011 6:00,10,0,6,93,4,4,4,23,2,14.76,2,7,6.0032,16,0,2011
40643_7,18.18,3,0,13,10,4,33,4/10/2011,4/10/2011 7:00,10,0,7,100,4,7,4,20,2,14.76,2,7,6.0032,16,0,2011
40643_8,19.695,17,3,18,55,10,62,4/10/2011,4/10/2011 8:00,10,0,8,94,4,38,7,44,2,15.58,2,7,6.0032,16,0,2011
40643_9,19.695,31,17,68,81,55,142,4/10/2011,4/10/2011 9:00,10,0,9,94,4,50,38,74,2,15.58,2,7,8.9981,16,0,2011
40643_10,20.455,69,31,111,150,81,215,4/10/2011,4/10/2011 10:00,10,0,10,87,4,81,50,104,2,16.4,2,7,0,16,0,2011
40643_11,20.455,93,69,139,202,150,243,4/10/2011,4/10/2011 11:00,10,0,11,87,4,109,81,104,2,16.4,2,7,8.9981,16,0,2011
40643_12,21.21,94,93,166,230,202,313,4/10/2011,4/10/2011 12:00,10,0,12,88,4,136,109,147,2,17.22,2,7,8.9981,16,0,2011
40643_13,22.725,121,94,219,263,230,367,4/10/2011,4/10/2011 13:00,10,0,13,82,4,142,136,148,2,18.86,1,7,7.0015,16,0,2011
40643_14,24.24,148,121,240,281,263,349,4/10/2011,4/10/2011 14:00,10,0,14,72,4,133,142,109,2,20.5,1,7,12.998,16,0,2011
40643_15,24.24,156,148,174,297,281,292,4/10/2011,4/10/2011 15:00,10,0,15,77,4,141,133,118,2,20.5,1,7,15.0013,16,0,2011
40643_16,25,135,156,147,288,297,303,4/10/2011,4/10/2011 16:00,10,0,16,72,4,153,141,156,2,21.32,2,7,11.0014,16,0,2011
40643_17,25,84,135,148,236,288,274,4/10/2011,4/10/2011 17:00,10,0,17,72,4,152,153,126,2,21.32,2,7,12.998,16,0,2011
40643_18,24.24,103,84,71,240,236,172,4/10/2011,4/10/2011 18:00,10,0,18,77,4,137,152,101,2,20.5,1,7,12.998,16,0,2011
40643_19,24.24,47,103,51,131,240,144,4/10/2011,4/10/2011 19:00,10,0,19,77,4,84,137,93,2,20.5,1,7,12.998,16,0,2011
40643_20,22.725,21,47,24,92,131,79,4/10/2011,4/10/2011 20:00,10,0,20,82,4,71,84,55,2,18.86,1,7,8.9981,16,0,2011
40643_21,21.97,18,21,8,95,92,45,4/10/2011,4/10/2011 21:00,10,0,21,88,4,77,71,37,2,18.04,1,7,12.998,16,0,2011
40643_22,21.97,12,18,7,57,95,36,4/10/2011,4/10/2011 22:00,10,0,22,94,4,45,77,29,2,18.04,1,7,16.9979,16,0,2011
40643_23,22.725,5,12,9,32,57,31,4/10/2011,4/10/2011 23:00,10,0,23,88,4,27,45,22,2,18.86,1,7,23.9994,16,0,2011
40644_0,23.485,7,18,1,23,48,6,4/11/2011,4/11/2011 0:00,11,0,0,88,4,16,30,5,2,19.68,1,1,22.0028,16,1,2011
40644_1,22.725,1,7,7,4,23,11,4/11/2011,4/11/2011 1:00,11,0,1,94,4,3,16,4,2,18.86,1,1,19.0012,16,1,2011
40644_2,22.725,7,1,1,9,4,2,4/11/2011,4/11/2011 2:00,11,0,2,94,4,2,3,1,2,18.86,1,1,19.0012,16,1,2011
40644_3,,,7,1,,9,1,4/11/2011,,11,,3,,4,,2,0,,,,1,,16,,2011
40644_4,22.725,0,,1,1,,2,4/11/2011,4/11/2011 4:00,11,0,4,94,4,1,,1,2,18.86,1,1,12.998,16,1,2011
40644_5,22.725,1,0,0,13,1,7,4/11/2011,4/11/2011 5:00,11,0,5,94,4,12,1,7,2,18.86,1,1,12.998,16,1,2011
40644_6,22.725,2,1,3,61,13,46,4/11/2011,4/11/2011 6:00,11,0,6,100,4,59,12,43,2,18.86,2,1,15.0013,16,1,2011
40644_7,24.24,12,2,7,176,61,157,4/11/2011,4/11/2011 7:00,11,0,7,88,4,164,59,150,2,20.5,2,1,15.0013,16,1,2011
40644_8,25,28,12,31,314,176,339,4/11/2011,4/11/2011 8:00,11,0,8,88,4,286,164,308,2,21.32,2,1,19.0012,16,1,2011
40644_9,26.515,33,28,24,165,314,158,4/11/2011,4/11/2011 9:00,11,0,9,83,4,132,286,134,2,22.96,2,1,19.0012,16,1,2011
40644_10,26.515,41,33,35,96,165,90,4/11/2011,4/11/2011 10:00,11,0,10,83,4,55,132,55,2,22.96,2,1,19.9995,16,1,2011
40644_11,29.545,45,41,58,104,96,124,4/11/2011,4/11/2011 11:00,11,0,11,73,4,59,55,66,2,24.6,2,1,19.9995,16,1,2011
40644_12,29.545,37,45,59,134,104,157,4/11/2011,4/11/2011 12:00,11,0,12,73,4,97,59,98,2,24.6,2,1,22.0028,16,1,2011
40644_13,30.305,62,37,47,139,134,139,4/11/2011,4/11/2011 13:00,11,0,13,69,4,77,97,92,2,26.24,2,1,27.9993,16,1,2011
40644_14,33.335,60,62,47,145,139,123,4/11/2011,4/11/2011 14:00,11,0,14,54,4,85,77,76,2,29.52,2,1,23.9994,16,1,2011
40644_15,33.335,56,60,47,141,145,143,4/11/2011,4/11/2011 15:00,11,0,15,48,4,85,85,96,2,30.34,1,1,35.0008,16,1,2011
40644_16,33.335,73,56,59,235,141,189,4/11/2011,4/11/2011 16:00,11,0,16,48,4,162,85,130,2,30.34,1,1,35.0008,16,1,2011
40644_17,33.335,100,73,83,452,235,366,4/11/2011,4/11/2011 17:00,11,0,17,48,4,352,162,283,2,30.34,1,1,35.0008,16,1,2011
40644_18,33.335,93,100,78,383,452,386,4/11/2011,4/11/2011 18:00,11,0,18,51,4,290,352,308,2,29.52,1,1,26.0027,16,1,2011
40644_19,33.335,73,93,51,284,383,278,4/11/2011,4/11/2011 19:00,11,0,19,51,4,211,290,227,2,29.52,1,1,30.0026,16,1,2011
40644_20,31.82,44,73,40,166,284,173,4/11/2011,4/11/2011 20:00,11,0,20,57,4,122,211,133,2,27.88,1,1,35.0008,16,1,2011
40644_21,31.06,39,44,19,158,166,95,4/11/2011,4/11/2011 21:00,11,0,21,61,4,119,122,76,2,27.06,1,1,16.9979,16,1,2011
40644_22,31.06,25,39,17,91,158,75,4/11/2011,4/11/2011 22:00,11,0,22,50,4,66,119,58,2,26.24,2,1,19.0012,16,1,2011
40644_23,27.275,16,25,18,54,91,48,4/11/2011,4/11/2011 23:00,11,0,23,60,4,38,66,30,2,23.78,3,1,0,16,1,2011
40645_0,31.06,11,3,10,24,26,22,4/12/2011,4/12/2011 0:00,12,0,0,50,4,13,23,12,2,25.42,2,2,7.0015,16,1,2011
40645_1,31.06,6,11,10,13,24,15,4/12/2011,4/12/2011 1:00,12,0,1,50,4,7,13,5,2,25.42,2,2,6.0032,16,1,2011
40645_2,31.06,7,6,0,14,13,5,4/12/2011,4/12/2011 2:00,12,0,2,53,4,7,7,5,2,24.6,2,2,8.9981,16,1,2011
40645_3,27.275,0,7,1,1,14,4,4/12/2011,4/12/2011 3:00,12,0,3,56,4,1,7,3,2,23.78,2,2,8.9981,16,1,2011
40645_4,26.515,4,0,0,6,1,2,4/12/2011,4/12/2011 4:00,12,0,4,64,4,2,1,2,2,22.96,2,2,8.9981,16,1,2011
40645_5,25.76,1,4,0,16,6,5,4/12/2011,4/12/2011 5:00,12,0,5,68,4,15,2,5,2,22.14,2,2,8.9981,16,1,2011
40645_6,25.76,3,1,2,58,16,38,4/12/2011,4/12/2011 6:00,12,0,6,68,4,55,15,36,2,22.14,2,2,19.0012,16,1,2011
40645_7,25.76,12,3,10,189,58,134,4/12/2011,4/12/2011 7:00,12,0,7,68,4,177,55,124,2,22.14,2,2,15.0013,16,1,2011
40645_8,23.485,15,12,9,226,189,157,4/12/2011,4/12/2011 8:00,12,0,8,88,4,211,177,148,2,19.68,3,2,26.0027,16,1,2011
40645_9,22.725,4,15,2,54,226,46,4/12/2011,4/12/2011 9:00,12,0,9,94,4,50,211,44,2,18.86,3,2,32.9975,16,1,2011
40645_10,24.24,6,4,3,40,54,28,4/12/2011,4/12/2011 10:00,12,0,10,82,4,34,50,25,2,20.5,3,2,27.9993,16,1,2011
40645_11,25,11,6,1,49,40,19,4/12/2011,4/12/2011 11:00,12,0,11,77,4,38,34,18,2,21.32,1,2,23.9994,16,1,2011
40645_12,26.515,9,11,6,92,49,38,4/12/2011,4/12/2011 12:00,12,0,12,64,4,83,38,32,2,22.96,2,2,31.0009,16,1,2011
40645_13,25.76,22,9,5,106,92,56,4/12/2011,4/12/2011 13:00,12,0,13,68,4,84,83,51,2,22.14,3,2,19.0012,16,1,2011
40645_14,24.24,16,22,9,44,106,76,4/12/2011,4/12/2011 14:00,12,0,14,82,4,28,84,67,2,20.5,2,2,19.0012,16,1,2011
40645_15,23.485,24,16,6,78,44,68,4/12/2011,4/12/2011 15:00,12,0,15,77,4,54,28,62,2,19.68,2,2,35.0008,16,1,2011
40645_16,23.485,19,24,17,99,78,130,4/12/2011,4/12/2011 16:00,12,0,16,77,4,80,54,113,2,19.68,2,2,26.0027,16,1,2011
40645_17,21.97,29,19,27,291,99,273,4/12/2011,4/12/2011 17:00,12,0,17,77,4,262,80,246,2,18.04,3,2,15.0013,16,1,2011
40645_18,21.97,21,29,19,224,291,267,4/12/2011,4/12/2011 18:00,12,0,18,77,4,203,262,248,2,18.04,3,2,15.0013,16,1,2011
40645_19,21.21,3,21,12,130,224,160,4/12/2011,4/12/2011 19:00,12,0,19,82,4,127,203,148,2,17.22,2,2,19.0012,16,1,2011
40645_20,21.21,9,3,4,103,130,91,4/12/2011,4/12/2011 20:00,12,0,20,82,4,94,127,87,2,17.22,2,2,19.0012,16,1,2011
40645_21,21.21,10,9,8,84,103,89,4/12/2011,4/12/2011 21:00,12,0,21,82,4,74,94,81,2,17.22,2,2,12.998,16,1,2011
40645_22,20.455,7,10,3,54,84,46,4/12/2011,4/12/2011 22:00,12,0,22,94,4,47,74,43,2,16.4,2,2,19.9995,16,1,2011
40645_23,20.455,8,7,3,39,54,26,4/12/2011,4/12/2011 23:00,12,0,23,94,4,31,47,23,2,16.4,2,2,16.9979,16,1,2011
40646_0,20.455,3,11,0,15,40,15,4/13/2011,4/13/2011 0:00,13,0,0,100,4,12,29,15,2,16.4,2,3,19.9995,16,1,2011
40646_1,20.455,0,3,0,1,15,2,4/13/2011,4/13/2011 1:00,13,0,1,100,4,1,12,2,2,16.4,2,3,19.9995,16,1,2011
40646_2,20.455,0,0,0,2,1,5,4/13/2011,4/13/2011 2:00,13,0,2,100,4,2,1,5,2,16.4,3,3,19.9995,16,1,2011
40646_3,20.455,0,0,0,2,2,4,4/13/2011,4/13/2011 3:00,13,0,3,94,4,2,2,4,2,16.4,3,3,22.0028,16,1,2011
40646_4,20.455,1,0,0,3,2,1,4/13/2011,4/13/2011 4:00,13,0,4,94,4,2,2,1,2,16.4,3,3,22.0028,16,1,2011
40646_5,19.695,1,1,1,5,3,13,4/13/2011,4/13/2011 5:00,13,0,5,94,4,4,2,12,2,15.58,3,3,16.9979,16,1,2011
40646_6,19.695,1,1,4,34,5,56,4/13/2011,4/13/2011 6:00,13,0,6,94,4,33,4,52,2,15.58,3,3,15.0013,16,1,2011
40646_7,17.425,3,1,3,70,34,133,4/13/2011,4/13/2011 7:00,13,0,7,100,4,67,33,130,2,14.76,3,3,15.0013,16,1,2011
40646_8,19.695,6,3,17,164,70,325,4/13/2011,4/13/2011 8:00,13,0,8,94,4,158,67,308,2,15.58,3,3,12.998,16,1,2011
40646_9,19.695,2,6,8,65,164,165,4/13/2011,4/13/2011 9:00,13,0,9,94,4,63,158,157,2,15.58,2,3,15.0013,16,1,2011
40646_10,20.455,4,2,21,46,65,69,4/13/2011,4/13/2011 10:00,13,0,10,87,4,42,63,48,2,16.4,2,3,12.998,16,1,2011
40646_11,21.21,4,4,23,61,46,93,4/13/2011,4/13/2011 11:00,13,0,11,82,4,57,42,70,2,17.22,2,3,12.998,16,1,2011
40646_12,21.21,12,4,22,95,61,134,4/13/2011,4/13/2011 12:00,13,0,12,82,4,83,57,112,2,17.22,3,3,16.9979,16,1,2011
40646_13,21.97,6,12,29,61,95,112,4/13/2011,4/13/2011 13:00,13,0,13,77,4,55,83,83,2,18.04,2,3,12.998,16,1,2011
40646_14,21.21,24,6,35,106,61,115,4/13/2011,4/13/2011 14:00,13,0,14,77,4,82,55,80,2,17.22,2,3,16.9979,16,1,2011
40646_15,21.97,12,24,34,81,106,117,4/13/2011,4/13/2011 15:00,13,0,15,72,4,69,82,83,2,18.04,2,3,19.0012,16,1,2011
40646_16,22.725,23,12,27,142,81,169,4/13/2011,4/13/2011 16:00,13,0,16,67,4,119,69,142,2,18.86,1,3,19.0012,16,1,2011
40646_17,22.725,25,23,53,309,142,356,4/13/2011,4/13/2011 17:00,13,0,17,67,4,284,119,303,2,18.86,1,3,19.9995,16,1,2011
40646_18,21.97,28,25,43,321,309,325,4/13/2011,4/13/2011 18:00,13,0,18,62,4,293,284,282,2,18.04,1,3,26.0027,16,1,2011
40646_19,21.97,15,28,36,175,321,232,4/13/2011,4/13/2011 19:00,13,0,19,62,4,160,293,196,2,18.04,1,3,16.9979,16,1,2011
40646_20,21.97,7,15,15,126,175,141,4/13/2011,4/13/2011 20:00,13,0,20,62,4,119,160,126,2,18.04,1,3,16.9979,16,1,2011
40646_21,21.21,17,7,18,117,126,102,4/13/2011,4/13/2011 21:00,13,0,21,67,4,100,119,84,2,17.22,1,3,11.0014,16,1,2011
40646_22,21.21,10,17,13,99,117,84,4/13/2011,4/13/2011 22:00,13,0,22,67,4,89,100,71,2,17.22,1,3,12.998,16,1,2011
40646_23,20.455,5,10,11,62,99,40,4/13/2011,4/13/2011 23:00,13,0,23,71,4,57,89,29,2,16.4,1,3,8.9981,16,1,2011
40647_0,19.695,3,9,5,21,54,20,4/14/2011,4/14/2011 0:00,14,0,0,76,4,18,45,15,2,15.58,1,4,8.9981,16,1,2011
40647_1,19.695,1,3,2,10,21,13,4/14/2011,4/14/2011 1:00,14,0,1,76,4,9,18,11,2,15.58,1,4,15.0013,16,1,2011
40647_2,17.425,0,1,0,3,10,7,4/14/2011,4/14/2011 2:00,14,0,2,76,4,3,9,7,2,14.76,1,4,8.9981,16,1,2011
40647_3,16.665,0,0,0,2,3,3,4/14/2011,4/14/2011 3:00,14,0,3,81,4,2,3,3,2,13.94,1,4,8.9981,16,1,2011
40647_4,18.18,1,0,0,9,2,1,4/14/2011,4/14/2011 4:00,14,0,4,76,4,8,2,1,2,13.94,1,4,0,16,1,2011
40647_5,17.425,2,1,0,14,9,6,4/14/2011,4/14/2011 5:00,14,0,5,76,4,12,8,6,2,13.94,1,4,6.0032,16,1,2011
40647_6,17.425,4,2,5,70,14,64,4/14/2011,4/14/2011 6:00,14,0,6,76,4,66,12,59,2,13.94,1,4,7.0015,16,1,2011
40647_7,19.695,11,4,8,193,70,160,4/14/2011,4/14/2011 7:00,14,0,7,66,4,182,66,152,2,15.58,1,4,0,16,1,2011
40647_8,21.21,21,11,23,337,193,314,4/14/2011,4/14/2011 8:00,14,0,8,58,4,316,182,291,2,17.22,1,4,11.0014,16,1,2011
40647_9,22.725,18,21,15,170,337,170,4/14/2011,4/14/2011 9:00,14,0,9,51,4,152,316,155,2,18.86,1,4,8.9981,16,1,2011
40647_10,24.24,21,18,29,89,170,95,4/14/2011,4/14/2011 10:00,14,0,10,51,4,68,152,66,2,20.5,1,4,12.998,16,1,2011
40647_11,25,28,21,36,115,89,122,4/14/2011,4/14/2011 11:00,14,0,11,45,4,87,68,86,2,21.32,1,4,11.0014,16,1,2011
40647_12,25.76,35,28,39,145,115,153,4/14/2011,4/14/2011 12:00,14,0,12,42,4,110,87,114,2,22.14,1,4,8.9981,16,1,2011
40647_13,26.515,38,35,36,159,145,135,4/14/2011,4/14/2011 13:00,14,0,13,37,4,121,110,99,2,22.96,1,4,15.0013,16,1,2011
40647_14,26.515,36,38,46,137,159,157,4/14/2011,4/14/2011 14:00,14,0,14,35,4,101,121,111,2,22.96,1,4,6.0032,16,1,2011
40647_15,31.06,57,36,27,142,137,160,4/14/2011,4/14/2011 15:00,14,0,15,31,4,85,101,133,2,24.6,1,4,6.0032,16,1,2011
40647_16,30.305,49,57,52,202,142,213,4/14/2011,4/14/2011 16:00,14,0,16,26,4,153,85,161,2,24.6,1,4,7.0015,16,1,2011
40647_17,30.305,50,49,63,388,202,343,4/14/2011,4/14/2011 17:00,14,0,17,28,4,338,153,280,2,24.6,1,4,0,16,1,2011
40647_18,26.515,47,50,68,337,388,333,4/14/2011,4/14/2011 18:00,14,0,18,30,4,290,338,265,2,22.96,1,4,0,16,1,2011
40647_19,25.76,37,47,34,259,337,226,4/14/2011,4/14/2011 19:00,14,0,19,32,4,222,290,192,2,22.14,1,4,0,16,1,2011
40647_20,24.24,22,37,37,169,259,203,4/14/2011,4/14/2011 20:00,14,0,20,51,4,147,222,166,2,20.5,1,4,12.998,16,1,2011
40647_21,22.725,19,22,19,145,169,108,4/14/2011,4/14/2011 21:00,14,0,21,63,4,126,147,89,2,18.86,1,4,8.9981,16,1,2011
40647_22,23.485,22,19,18,104,145,81,4/14/2011,4/14/2011 22:00,14,0,22,55,4,82,126,63,2,19.68,1,4,7.0015,16,1,2011
40647_23,22.725,7,22,9,47,104,54,4/14/2011,4/14/2011 23:00,14,0,23,59,4,40,82,45,2,18.86,1,4,7.0015,16,1,2011
40648_0,21.97,6,4,4,27,35,25,4/15/2011,4/15/2011 0:00,15,1,0,67,4,21,31,21,2,18.04,1,5,0,16,0,2011
40648_1,21.97,6,6,3,15,27,9,4/15/2011,4/15/2011 1:00,15,1,1,62,4,9,21,6,2,18.04,1,5,0,16,0,2011
40648_2,20.455,8,6,3,18,15,13,4/15/2011,4/15/2011 2:00,15,1,2,76,4,10,9,10,2,16.4,1,5,0,16,0,2011
40648_3,20.455,0,8,0,3,18,1,4/15/2011,4/15/2011 3:00,15,1,3,76,4,3,10,1,2,16.4,1,5,0,16,0,2011
40648_4,19.695,0,0,0,3,3,1,4/15/2011,4/15/2011 4:00,15,1,4,82,4,3,3,1,2,15.58,1,5,6.0032,16,0,2011
40648_5,18.18,2,0,1,13,3,9,4/15/2011,4/15/2011 5:00,15,1,5,81,4,11,3,8,2,14.76,1,5,7.0015,16,0,2011
